namespace,key,category,description,locked,vi-VN,en-US
x2.resident_app,payment.refunded,payment,"Timeline/status label: refunded",False,"Đã hoàn tiền",Refunded
x2.resident_app,payment.reversed,payment,"Timeline step: payment reversed",False,"Khoản thu đã bị đảo","Payment reversed"
x2.resident_app,payment.reversed_note,payment,"Timeline note on a reversed payment",False,"Liên hệ Ban quản lý nếu bạn cho rằng đây là nhầm lẫn.","Contact the management board if you believe this is a mistake."
x2.resident_app,payment.status_success,payment,"Status chip: success",False,"Thành công",Success
x2.resident_app,payment.status_awaiting_approval,payment,"Status chip: awaiting management approval",False,"Chờ BQL duyệt","Awaiting approval"
x2.resident_app,payment.status_rejected,payment,"Status chip: rejected",False,"Bị từ chối",Rejected
x2.resident_app,payment.status_reversed,payment,"Status chip: reversed",False,"Đã đảo khoản",Reversed
x2.resident_app,payment.status_updating,payment,"Status chip fallback for unknown status",False,"Đang cập nhật",Updating
x2.resident_app,payment.invoice_number,payment,"Allocation row invoice reference",False,"Hoá đơn #{id}","Invoice #{id}"
x2.resident_app,payment.e_receipt,payment,"Receipt card title: e-receipt",False,"Biên lai điện tử",E-receipt
x2.resident_app,payment.receipt_code,payment,"Receipt card row label: receipt code",False,"Mã biên lai","Receipt no."
x2.resident_app,payment.issued_date,payment,"Receipt card row label: issued date",False,"Ngày phát hành","Issued date"
x2.resident_app,payment.receipt_code_copied,payment,"Snackbar after copying receipt code",False,"Đã sao chép mã biên lai","Receipt number copied"
x2.resident_app,payment.copy_code,payment,"Button to copy receipt code",False,"Sao chép mã","Copy code"
x2.resident_app,payment.invalid_amount,payment,"Claim validation: invalid amount",False,"Số tiền không hợp lệ.","Invalid amount."
x2.resident_app,payment.attach_proof_required,payment,"Claim validation: proof photo required",False,"Vui lòng đính kèm ảnh chứng từ chuyển khoản.","Please attach a photo of the transfer proof."
x2.resident_app,payment.proof_submitted,payment,"Snackbar after submitting the claim",False,"Đã gửi chứng từ, chờ Ban quản lý duyệt.","Proof submitted, awaiting management approval."
x2.resident_app,payment.submit_proof_title,payment,"Claim screen title",False,"Nộp chứng từ","Submit proof"
x2.resident_app,payment.select_fee_lines,payment,"Claim: select fee lines heading",False,"Chọn dòng phí muốn trả","Select fee lines to pay"
x2.resident_app,payment.deselect_all_hint,payment,"Claim: deselect-all hint",False,"Bỏ chọn hết = trả cả bảng kê.","Deselect all = pay the whole statement."
x2.resident_app,payment.amount_transferred,payment,"Claim field label: amount transferred",False,"Số tiền đã chuyển","Amount transferred"
x2.resident_app,payment.transfer_date_value,payment,"Claim transfer date line with value",False,"Ngày chuyển: {date}","Transfer date: {date}"
x2.resident_app,payment.transfer_ref_optional,payment,"Claim field label: transaction id/memo (optional)",False,"Mã giao dịch / nội dung CK (tuỳ chọn)","Transaction ID / transfer memo (optional)"
x2.resident_app,payment.note_optional,payment,"Claim field label: note (optional)",False,"Ghi chú (tuỳ chọn)","Note (optional)"
x2.resident_app,payment.proof_photos_required,payment,"Claim field label: proof photos (required)",False,"Ảnh chứng từ *","Proof photos *"
x2.resident_app,payment.proof_photos_hint,payment,"Claim hint about proof photos and max count",False,"Chụp màn hình biên lai chuyển khoản (tối đa {max} ảnh).","Screenshot of the transfer receipt (up to {max} photos)."
x2.resident_app,payment.submitting,payment,"Claim submit button while sending",False,"Đang gửi…",Sending…
x2.resident_app,payment.submit_proof,payment,"Claim submit button",False,"Gửi chứng từ","Submit proof"
x2.resident_app,payment.allocation_preview,payment,"Allocation preview sheet title",False,"Xem trước phân bổ","Allocation preview"
x2.resident_app,payment.allocation_intro,payment,"Allocation preview intro line",False,"Số tiền {amount} sẽ được trừ vào các khoản sau:","{amount} will be applied to the following items:"
x2.resident_app,payment.item_number,payment,"Allocation preview fallback item label",False,"Khoản #{id}","Item #{id}"
x2.resident_app,payment.surplus_unallocated,payment,"Allocation preview: surplus unallocated row",False,"Phần thừa (chưa phân bổ)","Surplus (unallocated)"
x2.resident_app,payment.surplus_note,payment,"Allocation preview note about surplus in wallet",False,"Phần thừa sẽ giữ ở ví để trả các kỳ sau.","The surplus stays in your wallet for future periods."
x2.resident_app,payment.confirm_payment,payment,"Allocation preview confirm button",False,"Xác nhận thanh toán","Confirm payment"
x2.resident_app,payment.review,payment,"Allocation preview cancel/review button",False,"Xem lại",Review
x2.resident_app,payment.transfer_payment_title,payment,"VietQR transfer screen title",False,"Chuyển khoản thanh toán","Bank transfer payment"
x2.resident_app,payment.transfer_memo_note,payment,"VietQR note about keeping the transfer memo",False,"Giữ nguyên nội dung CK để hệ thống nhận diện đúng. Công nợ giảm sau khi BQL đối chiếu sao kê và xác nhận (thường trong 1 ngày làm việc) — hãy giữ lại ảnh chứng từ.","Keep the transfer memo unchanged so the system can identify your payment. Your balance drops after the management board reconciles and confirms (usually within one business day) — keep the proof image."
x2.resident_app,payment.transfer_claim_hint,payment,"VietQR hint to tap claim if not confirmed",False,"Nếu đã chuyển khoản rồi mà chưa được xác nhận, bấm vào claim.","If you've already transferred but it isn't confirmed, tap claim."
x2.resident_app,payment.open_bank_app,payment,"VietQR section title: open bank app",False,"Mở app ngân hàng","Open bank app"
x2.resident_app,payment.open_bank_app_hint,payment,"VietQR hint to pick a bank to open",False,"Chọn ngân hàng của bạn để mở app và quét/điền tự động.","Pick your bank to open its app and scan/fill automatically."
x2.resident_app,payment.i_have_transferred,payment,"VietQR primary button: I have transferred",False,"Tôi đã chuyển khoản","I've transferred"
x2.resident_app,payment.choose_another_method,payment,"VietQR secondary button: choose another method",False,"Chọn phương thức khác","Choose another method"
x2.resident_app,payment.amount_to_pay_colon,payment,"VietQR summary label: amount to pay",False,"Số tiền thanh toán:","Amount to pay:"
x2.resident_app,payment.management_bank,payment,"VietQR summary label: management's bank",False,"Ngân hàng BQL:","Management's bank:"
x2.resident_app,payment.account_holder,payment,"VietQR summary label: account holder",False,"Chủ tài khoản:","Account holder:"
x2.resident_app,payment.awaiting_confirmation,payment,"VietQR pending badge: awaiting confirmation",False,"Chờ xác nhận","Awaiting confirmation"
x2.resident_app,payment.scan_with_bank_app,payment,"VietQR QR card title",False,"Quét mã bằng app ngân hàng","Scan with your bank app"
x2.resident_app,payment.transfer_memo,payment,"VietQR copy row label: transfer memo",False,"Nội dung CK","Transfer memo"
x2.resident_app,payment.memo_copied,payment,"Snackbar after copying transfer memo",False,"Đã sao chép nội dung chuyển khoản","Transfer memo copied"
x2.resident_app,payment.amount_copied,payment,"Snackbar after copying the amount",False,"Đã sao chép số tiền","Amount copied"
x2.resident_app,payment.account_number,payment,"VietQR copy row label: account number",False,"Số tài khoản","Account number"
x2.resident_app,payment.account_copied,payment,"Snackbar after copying account number",False,"Đã sao chép số tài khoản","Account number copied"
x2.resident_app,payment.copied,payment,"Generic copied snackbar",False,"Đã sao chép",Copied
x2.resident_app,payment.open_bank_scan_hint,payment,"Snackbar to open bank app and scan QR",False,"Hãy mở app ngân hàng của bạn và quét mã QR.","Please open your bank app and scan the QR code."
x2.resident_app,payment.receipt_voucher,payment,"Wallet transaction type: receipt voucher",False,"Phiếu thu","Receipt voucher"
x2.resident_app,payment.deposit_slip,payment,"Wallet transaction type: deposit slip",False,"Phiếu nộp tiền","Deposit slip"
x2.resident_app,payment.wallet_topup,payment,"Wallet transaction type: top-up",False,"Nạp ví","Wallet top-up"
x2.resident_app,payment.debt_settlement,payment,"Wallet transaction type: debt settlement",False,"Hạch toán trả nợ","Debt settlement"
x2.resident_app,payment.refund,payment,"Wallet transaction type: refund",False,"Hoàn tiền",Refund
x2.resident_app,payment.slip_info,payment,"Slip detail section header: slip info",False,"Thông tin phiếu","Slip details"
x2.resident_app,payment.slip_attachments_count,payment,"Slip detail attachments section header with count",False,"Ảnh đính kèm ({count})","Attachments ({count})"
x2.resident_app,payment.slip_timeline,payment,"Slip detail section header: processing timeline",False,"Diễn biến xử lý","Processing timeline"
x2.resident_app,payment.slip_discussion,payment,"Slip detail section header: chat with management",False,"Trao đổi với Ban quản lý","Chat with the management board"
x2.resident_app,payment.attachments,payment,"Default photo picker label",False,"Ảnh đính kèm",Attachments
x2.resident_app,payment.max_photos_reached,payment,"Photo picker hint when max photos reached",False,"Đã đủ {max} ảnh. Gỡ bớt nếu muốn đổi ảnh khác.","You've reached {max} photos. Remove some to swap."
x2.resident_app,payment.pick_from_gallery,payment,"Photo picker source: gallery",False,"Chọn từ thư viện","Choose from gallery"
x2.resident_app,payment.take_photo,payment,"Photo picker source: camera",False,"Chụp ảnh","Take a photo"
x2.resident_app,payment.gallery_open_failed,payment,"Snackbar when gallery cannot open",False,"Không mở được thư viện.","Couldn't open the gallery."
x2.resident_app,payment.camera_open_failed,payment,"Snackbar when camera cannot open",False,"Không mở được máy ảnh.","Couldn't open the camera."
x2.resident_app,payment.add_photo,payment,"Photo picker add tile label",False,"Thêm ảnh","Add photo"
x2.resident_app,profile.account_status,profile,"Profile tab account-status card title",False,"Trạng thái tài khoản","Account status"
x2.resident_app,profile.display_mode,profile,"Section header for view-mode switch",False,"Chế độ hiển thị","Display mode"
x2.resident_app,profile.viewing_public_title,profile,"Switch title when viewing public site",False,"Đang xem trang công khai","Viewing public site"
x2.resident_app,profile.viewing_public_subtitle,profile,"Switch subtitle to return to resident view",False,"Bật để về giao diện cư dân (căn hộ, thanh toán, tiện ích).","Turn on to return to the resident view (apartment, payments, amenities)."
x2.resident_app,profile.sign_in_register,profile,"Guest sign-in/register button",False,"Đăng nhập / Đăng ký","Sign in / Register"
x2.resident_app,profile.my_resident_profile,profile,"Resident profile tile/button",False,"Hồ sơ cư dân của tôi","My resident profile"
x2.resident_app,profile.register_as_resident,profile,"Register as resident button",False,"Đăng ký làm cư dân","Register as a resident"
x2.resident_app,profile.help,profile,"Help section header",False,"Trợ giúp",Help
x2.resident_app,profile.support_faq,profile,"Support and FAQ button",False,"Hỗ trợ & câu hỏi thường gặp","Support & FAQ"
x2.resident_app,profile.debug_preview_new_design,profile,"Debug-only section header",False,"Xem thử thiết kế mới (debug)","Preview new design (debug)"
x2.resident_app,profile.mode_public,profile,"Experience mode label public guest",False,"Khách công khai","Public guest"
x2.resident_app,profile.mode_member,profile,"Experience mode label member",False,"Thành viên",Member
x2.resident_app,profile.mode_applicant,profile,"Experience mode label awaiting approval",False,"Đang chờ duyệt cư dân","Awaiting resident approval"
x2.resident_app,profile.mode_verified_resident,profile,"Experience mode label verified resident",False,"Cư dân đã xác thực","Verified resident"
x2.resident_app,profile.header_subtitle,profile,"Resident profile tab header subtitle",False,"Tài khoản, căn hộ & thiết lập ứng dụng","Account, apartment & app settings"
x2.resident_app,profile.account,profile,"Account group header",False,"Tài khoản",Account
x2.resident_app,profile.apartment_members_subtitle,profile,"Apartment tile subtitle with member count",False,"{context} · {count} thành viên","{context} · {count} members"
x2.resident_app,profile.payment_methods,profile,"Payment methods tile",False,"Phương thức thanh toán","Payment methods"
x2.resident_app,profile.viewing_resident_title,profile,"Switch title when viewing resident view",False,"Đang xem giao diện cư dân","Viewing resident view"
x2.resident_app,profile.viewing_resident_subtitle,profile,"Switch subtitle to go to public site",False,"Tắt để sang trang công khai (dự án, tin tức, ưu đãi).","Turn off to switch to the public site (projects, news, offers)."
x2.resident_app,profile.app_section,profile,"App settings group header",False,"Ứng dụng",App
x2.resident_app,profile.notification_settings_subtitle,profile,"Notification settings tile subtitle",False,"Kênh nhận và loại nội dung","Channels and content types"
x2.resident_app,profile.quick_actions_subtitle,profile,"Quick actions tile subtitle",False,"Chọn và sắp phím tắt trên Trang chủ","Choose and arrange Home shortcuts"
x2.resident_app,profile.language_title,profile,"Language settings tile title",False,"Ngôn ngữ / Language","Language / Ngôn ngữ"
x2.resident_app,profile.security_login,profile,"Security and sign-in tile title",False,"Bảo mật & đăng nhập","Security & sign-in"
x2.resident_app,profile.security_subtitle,profile,"Security tile subtitle",False,"Mở khóa bằng vân tay / Face ID","Unlock with fingerprint / Face ID"
x2.resident_app,profile.support_section,profile,"Support group header",False,"Hỗ trợ",Support
x2.resident_app,profile.handbook_subtitle,profile,"Handbook tile subtitle",False,"Nội quy, điều khoản, hướng dẫn","Rules, terms, guides"
x2.resident_app,profile.help_center,profile,"Help center tile",False,"Trung tâm trợ giúp","Help center"
x2.resident_app,profile.report_feedback,profile,"Report bug and feedback tile",False,"Báo lỗi & góp ý","Report a bug & feedback"
x2.resident_app,profile.report_feedback_subtitle,profile,"Report feedback tile subtitle",False,"Gặp lỗi hoặc có ý tưởng cải thiện ứng dụng?","Found a bug or have an idea to improve the app?"
x2.resident_app,profile.terms_policy,profile,"Terms and policies tile",False,"Điều khoản & chính sách","Terms & policies"
x2.resident_app,profile.about_x2_living,profile,"About X2 Living tile",False,"Về X2 Living","About X2 Living"
x2.resident_app,profile.version_label,profile,"App version footer",False,"X2BMS · Phiên bản {version}","X2BMS · Version {version}"
x2.resident_app,profile.verified_chip,profile,"Verified status chip",False,"Đã xác thực",Verified
x2.resident_app,profile.tier_label,profile,"Loyalty tier label",False,"Hạng {tier}","{tier} tier"
x2.resident_app,profile.points_label,profile,"Loyalty points label",False,"{points} điểm","{points} points"
x2.resident_app,profile.avatar_from_gallery,profile,"Avatar action choose from gallery",False,"Chọn từ thư viện","Choose from gallery"
x2.resident_app,profile.avatar_take_photo,profile,"Avatar action take photo",False,"Chụp ảnh","Take a photo"
x2.resident_app,profile.avatar_remove,profile,"Avatar action remove photo",False,"Gỡ ảnh đại diện","Remove profile photo"
x2.resident_app,profile.avatar_removed,profile,"Avatar removed toast",False,"Đã gỡ ảnh đại diện.","Profile photo removed."
x2.resident_app,profile.avatar_picker_error,profile,"Avatar picker error toast",False,"Không mở được thư viện/máy ảnh.","Couldn't open the gallery/camera."
x2.resident_app,profile.avatar_updated,profile,"Avatar updated toast",False,"Đã cập nhật ảnh đại diện.","Profile photo updated."
x2.resident_app,profile.no_changes,profile,"Edit profile no changes toast",False,"Chưa có thay đổi nào.","No changes yet."
x2.resident_app,profile.profile_updated,profile,"Edit profile saved toast",False,"Đã cập nhật hồ sơ.","Profile updated."
x2.resident_app,profile.edit_title,profile,"Edit profile screen title",False,"Chỉnh sửa hồ sơ","Edit profile"
x2.resident_app,profile.full_name,profile,"Full name field label",False,"Họ và tên","Full name"
x2.resident_app,profile.full_name_hint,profile,"Full name field hint",False,"Nguyễn Văn A","e.g. John Smith"
x2.resident_app,profile.full_name_required,profile,"Full name validation error",False,"Vui lòng nhập họ tên","Please enter your full name"
x2.resident_app,profile.phone_number,profile,"Phone field label",False,"Số điện thoại","Phone number"
x2.resident_app,profile.phone_hint,profile,"Phone field hint",False,"09xx xxx xxx","09xx xxx xxx"
x2.resident_app,profile.email,profile,"Email field label",False,Email,Email
x2.resident_app,profile.email_hint,profile,"Email field hint",False,ban@vidu.vn,you@example.com
x2.resident_app,profile.email_invalid,profile,"Email validation error",False,"Email không hợp lệ","Invalid email"
x2.resident_app,profile.save_changes,profile,"Save changes button",False,"Lưu thay đổi","Save changes"
x2.resident_app,profile.kyc_note,profile,"Edit profile KYC note",False,"Thông tin định danh (CCCD, xác thực KYC) được quản lý riêng và không chỉnh ở đây.","Identity information (ID card, KYC verification) is managed separately and cannot be edited here."
x2.resident_app,profile.invite_member,profile,"Invite household member button",False,"Mời thành viên","Invite member"
x2.resident_app,profile.available_after_approval,profile,"Invite disabled label",False,"Khả dụng sau khi được duyệt","Available once approved"
x2.resident_app,community.tab_poll,community,"Content type tab and poll label",False,"Bình chọn",Poll
x2.resident_app,community.interest_hint,community,"For-you feed personalization hint",False,"Ưu tiên thông báo chính thức và dự án bạn quan tâm","Prioritizing official announcements and projects you follow"
x2.resident_app,community.edit_feed,community,"Edit feed settings link",False,Sửa,Edit
x2.resident_app,community.feed_settings,community,"Feed settings coming-soon label",False,"Cài đặt feed","Feed settings"
x2.resident_app,community.empty_announcements_title,community,"Empty announcements tab title",False,"Chưa có thông báo nào","No announcements yet"
x2.resident_app,community.empty_announcements_msg,community,"Empty announcements tab message",False,"Thông báo của Ban quản lý sẽ hiện ở đây.","Announcements from the management board will appear here."
x2.resident_app,community.empty_events_title,community,"Empty events tab title",False,"Chưa có sự kiện nào","No events yet"
x2.resident_app,community.empty_events_msg,community,"Empty events tab message",False,"Sự kiện sắp tới của dự án sẽ hiện ở đây.","Upcoming events for your project will appear here."
x2.resident_app,community.empty_polls_title,community,"Empty polls tab title",False,"Chưa có khảo sát nào","No polls yet"
x2.resident_app,community.empty_polls_msg,community,"Empty polls tab message",False,"Khảo sát của Ban quản lý sẽ hiện ở đây.","Polls from the management board will appear here."
x2.resident_app,community.empty_posts_title,community,"Empty posts feed title",False,"Chưa có bài viết nào","No posts yet"
x2.resident_app,community.empty_posts_msg,community,"Empty posts feed message",False,"Hãy là người đầu tiên chia sẻ với hàng xóm trong toà nhà.","Be the first to share with your neighbors in the building."
x2.resident_app,community.member_count,community,"Group member count",False,"{count} thành viên","{count} members"
x2.resident_app,community.members_bql_only,community,"Group member count board-only posting",False,"{count} thành viên · chỉ Ban quản lý đăng bài","{count} members · only the management board can post"
x2.resident_app,community.upcoming_events,community,"Pinned upcoming events header",False,"Sự kiện sắp tới","Upcoming events"
x2.resident_app,community.open_poll,community,"Pinned open poll header",False,"Khảo sát đang mở","Open poll"
x2.resident_app,community.more_polls,community,"More polls count",False,"+{count} khảo sát khác","+{count} more polls"
x2.resident_app,community.you_voted,community,"Voted confirmation label",False,"Bạn đã bình chọn","You voted"
x2.resident_app,community.already_voted_this,community,"Already voted toast",False,"Bạn đã bình chọn khảo sát này.","You already voted in this poll."
x2.resident_app,community.vote_failed,community,"Vote failed toast",False,"Chưa gửi được bình chọn. Thử lại sau nhé.","Couldn't submit your vote. Please try again later."
x2.resident_app,community.checked_in,community,"Event checked-in status",False,"Đã check-in","Checked in"
x2.resident_app,community.registered,community,"Event registered status",False,"Đã đăng ký",Registered
x2.resident_app,community.attendees_count,community,"Event attendees count",False,"{count} người tham gia","{count} attending"
x2.resident_app,community.attendees_capacity,community,"Event attendees with capacity",False,"{count}/{capacity} người tham gia","{count}/{capacity} attending"
x2.resident_app,community.votes_count,community,"Poll total votes",False,"{count} lượt","{count} votes"
x2.resident_app,community.listing_rent,community,"Listing type for rent",False,"Tin rao · Cho thuê","Listing · For rent"
x2.resident_app,community.listing_sale,community,"Listing type for sale",False,"Tin rao · Bán","Listing · For sale"
x2.resident_app,community.bedrooms_abbr,community,"Bedrooms count abbreviation",False,"{count} PN","{count} BR"
x2.resident_app,community.interested_count,community,"Listing interested people count",False,"{count} người quan tâm","{count} interested"
x2.resident_app,community.photo,community,"Composer add photo chip",False,Ảnh,Photo
x2.resident_app,community.insert_link,community,"Composer insert link chip",False,"Chèn link","Insert link"
x2.resident_app,community.reading_link,community,"Link preview loading label",False,"Đang đọc liên kết…","Reading link…"
x2.resident_app,community.link_maps,community,"Link preview Google Maps host",False,"Google Maps · {host}","Google Maps · {host}"
x2.resident_app,community.link_video,community,"Link preview video host",False,"Video · {host}","Video · {host}"
x2.resident_app,community.insert_link_title,community,"Insert link dialog title",False,"Chèn liên kết","Insert link"
x2.resident_app,community.skip,community,"Dialog skip button",False,"Bỏ qua",Skip
x2.resident_app,community.insert,community,"Insert link confirm button",False,Chèn,Insert
x2.resident_app,community.invalid_link,community,"Invalid link toast",False,"Liên kết không hợp lệ — cần bắt đầu bằng http:// hoặc https://","Invalid link — it must start with http:// or https://"
x2.resident_app,community.max_images,community,"Max images reached toast",False,"Đã đủ {max} ảnh. Gỡ bớt nếu muốn đổi ảnh khác.","You've reached {max} photos. Remove some to add others."
x2.resident_app,community.changes_saved,community,"Post edit saved toast",False,"Đã lưu thay đổi.","Changes saved."
x2.resident_app,community.save_failed,community,"Post edit save failed toast",False,"Không lưu được: {error}","Couldn't save: {error}"
x2.resident_app,community.posted_with_failed_photos,community,"Post published with failed photos toast",False,"Đã đăng bài, nhưng {count} ảnh không tải lên được.","Post published, but {count} photo(s) couldn't be uploaded."
x2.resident_app,community.posted,community,"Post published toast",False,"Đã đăng bài lên bảng tin.","Your post is now on the feed."
x2.resident_app,community.post_failed,community,"Post publish failed toast",False,"Không đăng được bài: {error}","Couldn't publish the post: {error}"
x2.resident_app,community.edit_post_title,community,"Compose screen title when editing",False,"Chỉnh sửa bài viết","Edit post"
x2.resident_app,community.post_action,community,"Publish post button",False,Đăng,Post
x2.resident_app,community.edit_images_note,community,"Edit post images note",False,"Ảnh đã đăng được giữ nguyên. Muốn đổi ảnh, hãy đăng bài mới.","Existing photos are kept. To change photos, create a new post."
x2.resident_app,community.add_photo,community,"Add photo button",False,"Thêm ảnh","Add photo"
x2.resident_app,community.add_photo_count,community,"Add photo button with count",False,"Thêm ảnh ({current}/{max})","Add photo ({current}/{max})"
x2.resident_app,community.change_link,community,"Change attached link button",False,"Đổi link","Change link"
x2.resident_app,community.bql_notices,community,"Board announcements carousel header",False,"Thông báo từ Ban quản lý","Announcements from the management board"
x2.resident_app,community.bql,community,"Board author label",False,"Ban quản lý","Management board"
x2.resident_app,community.important,community,"Important post chip",False,"Quan trọng",Important
x2.resident_app,community.tooltip_unreact,community,"Reaction button tooltip when reacted",False,"Bỏ cảm xúc · giữ để đổi loại","Remove reaction · hold to change"
x2.resident_app,community.tooltip_react,community,"Reaction button tooltip when not reacted",False,"Thích · giữ để chọn cảm xúc","Like · hold to pick a reaction"
x2.resident_app,community.share,community,"Share button tooltip",False,"Chia sẻ",Share
x2.resident_app,community.unsave,community,"Unsave post button",False,"Bỏ lưu",Unsave
x2.resident_app,community.save_read_later,community,"Save post button tooltip",False,"Lưu đọc sau","Save for later"
x2.resident_app,community.unsaved_post,community,"Post unsaved toast",False,"Đã bỏ lưu bài.","Post removed from saved."
x2.resident_app,community.saved_post,community,"Post saved toast",False,"Đã lưu để đọc sau.","Saved to read later."
x2.resident_app,community.locked_interaction,community,"Locked interaction toast",False,"BQL đã khóa tương tác bài này.","The management board locked interactions on this post."
x2.resident_app,community.reaction_failed,community,"Reaction failed toast",False,"Không gửi được cảm xúc: {error}","Couldn't send reaction: {error}"
x2.resident_app,community.post_hidden_only_you,community,"Moderation banner hidden only you",False,"Bài đã bị Ban quản lý ẩn — chỉ bạn nhìn thấy.","The management board hid this post — only you can see it."
x2.resident_app,community.post_hidden_reason,community,"Moderation banner hidden with reason",False,"Bài đã bị Ban quản lý ẩn — {reason}","The management board hid this post — {reason}"
x2.resident_app,community.comments_locked,community,"Comments locked notice",False,"Ban quản lý đã khóa bình luận bài này.","The management board locked comments on this post."
x2.resident_app,community.edit_post_menu,community,"Post menu edit item",False,"Chỉnh sửa bài","Edit post"
x2.resident_app,community.report_post,community,"Post menu report item",False,"Báo cáo bài viết","Report post"
x2.resident_app,community.delete_post,community,"Post menu delete item",False,"Xóa bài","Delete post"
x2.resident_app,community.bql_uppercase,community,"Moderation section header",False,"BAN QUẢN LÝ","MANAGEMENT BOARD"
x2.resident_app,community.delete_post_bql,community,"Moderator delete post item",False,"Xóa bài (BQL)","Delete post (Board)"
x2.resident_app,community.report_why,community,"Report reason sheet title",False,"Báo cáo vì lý do gì?","Why are you reporting this?"
x2.resident_app,community.report_spam,community,"Report reason spam",False,"Spam / quảng cáo","Spam / advertising"
x2.resident_app,community.report_offensive,community,"Report reason offensive",False,"Ngôn từ phản cảm","Offensive language"
x2.resident_app,community.report_false_info,community,"Report reason false info",False,"Thông tin sai sự thật","False information"
x2.resident_app,community.report_other,community,"Report reason other",False,"Lý do khác","Other reason"
x2.resident_app,community.report_sent,community,"Report sent toast",False,"Đã gửi báo cáo tới Ban quản lý.","Report sent to the management board."
x2.resident_app,community.report_failed,community,"Report failed toast",False,"Không gửi được báo cáo: {error}","Couldn't send report: {error}"
x2.resident_app,community.delete_post_confirm_title,community,"Delete post confirm title",False,"Xóa bài viết?","Delete post?"
x2.resident_app,community.delete_post_confirm_msg,community,"Delete post confirm message",False,"Bài sẽ được gỡ khỏi bảng tin. Không thể hoàn tác từ app.","The post will be removed from the feed. This can't be undone from the app."
x2.resident_app,community.post_deleted,community,"Post deleted toast",False,"Đã xóa bài viết.","Post deleted."
x2.resident_app,community.delete_failed,community,"Delete failed toast",False,"Không xóa được: {error}","Couldn't delete: {error}"
x2.resident_app,community.action_failed,community,"Moderation action failed toast",False,"Thao tác thất bại: {error}","Action failed: {error}"
x2.resident_app,community.mod_hide,community,"Moderation action hide",False,"Ẩn bài","Hide post"
x2.resident_app,community.mod_unhide,community,"Moderation action unhide",False,"Bỏ ẩn",Unhide
x2.resident_app,community.mod_lock,community,"Moderation action lock comments",False,"Khóa bình luận","Lock comments"
x2.resident_app,community.mod_unlock,community,"Moderation action unlock comments",False,"Mở khóa bình luận","Unlock comments"
x2.resident_app,community.mod_delete,community,"Moderation action delete",False,"Xóa bài","Delete post"
x2.resident_app,community.mod_restore,community,"Moderation action restore",False,"Khôi phục",Restore
x2.resident_app,community.mod_reason_hint,community,"Moderation reason input hint",False,"Lý do (cư dân sẽ nhìn thấy)","Reason (residents will see this)"
x2.resident_app,community.mod_success,community,"Moderation action success toast",False,"Đã {action}.","Done: {action}."
x2.resident_app,community.sharing_pending,community,"Share pending toast",False,"Bài đang được đăng, chờ một chút rồi chia sẻ nhé.","The post is still publishing — please wait a moment before sharing."
x2.resident_app,community.link_copied,community,"Post link copied toast",False,"Đã copy liên kết bài viết.","Post link copied."
x2.resident_app,community.post_title,community,"Post detail screen title",False,"Bài viết",Post
x2.resident_app,community.posting_comments_soon,community,"Posting comments soon notice",False,"Đang đăng bài — bình luận sẽ mở khi đăng xong.","Publishing the post — comments will open once it's done."
x2.resident_app,community.reaction_like,community,"Reaction label like",False,Thích,Like
x2.resident_app,community.reaction_love,community,"Reaction label love",False,"Yêu thích",Love
x2.resident_app,community.reaction_haha,community,"Reaction label haha",False,Haha,Haha
x2.resident_app,community.reaction_wow,community,"Reaction label wow",False,Wow,Wow
x2.resident_app,community.reaction_sad,community,"Reaction label sad",False,Buồn,Sad
x2.resident_app,community.reaction_angry,community,"Reaction label angry",False,"Phẫn nộ",Angry
x2.resident_app,community.filter_tooltip,community,"Community header filter button tooltip",False,"Lọc, tìm nhóm, đổi căn hộ","Filter, find groups, switch apartment"
x2.resident_app,community.section_platform,community,"Scope sheet section system-wide",False,"Toàn hệ thống",System-wide
x2.resident_app,community.section_project_interest,community,"Scope sheet section followed projects",False,"Dự án quan tâm","Projects you follow"
x2.resident_app,community.section_project_resident,community,"Scope sheet section project residents",False,"Cư dân dự án","Project residents"
x2.resident_app,community.section_private,community,"Scope sheet section private groups",False,"Nhóm của bạn","Your groups"
x2.resident_app,community.viewing,community,"Scope sheet title",False,"Đang xem",Viewing
x2.resident_app,community.search_hint,community,"Scope sheet search field hint",False,"Tìm nhóm hoặc căn hộ…","Find a group or apartment…"
x2.resident_app,community.for_you,community,"Scope for-you title",False,"Dành cho bạn","For you"
x2.resident_app,community.latest,community,"Scope latest title",False,"Mới nhất",Latest
x2.resident_app,community.latest_subtitle,community,"Scope latest subtitle",False,"Toàn bộ bài theo thứ tự thời gian","All posts in chronological order"
x2.resident_app,community.saved_subtitle,community,"Scope saved subtitle with count",False,"{count} bài bạn đã lưu để đọc sau","{count} posts you saved to read later"
x2.resident_app,community.no_saved,community,"Scope saved empty subtitle",False,"Chưa lưu bài nào","No saved posts yet"
x2.resident_app,community.saved_empty_feed_msg,community,"Saved-only feed empty message",False,"Bấm dấu trang trên một bài để đọc lại sau.","Tap the bookmark on a post to read it later."
x2.resident_app,community.bql_only_post_short,community,"Group posting restricted short label",False,"chỉ Ban quản lý đăng","management board only"
x2.resident_app,community.your_apartments,community,"Scope sheet apartments section",False,"Căn hộ của bạn","Your apartments"
x2.resident_app,community.unknown_project,community,"Unknown project subtitle",False,"Chưa rõ dự án","Project unknown"
